order_id,customer_id,order_date,category,product_name,unit_price,quantity,country,payment_method,channel,order_status,revenue,month,quarter,year
ORD105396,CUST1145,2024-09-08,Home & Kitchen,LED Desk Lamp,3092.45,2.0,India,Credit Card,Mobile App,Returned,6184.9,2024-09,3,2024
ORD103594,CUST810,2024-01-17,Electronics,USB-C Cable,3330.61,2.0,United Kingdom,Cod,Mobile App,Delivered,6661.22,2024-01,1,2024
ORD100019,CUST1501,2024-02-05,Home & Kitchen,Blender,2891.36,3.0,Germany,Upi,Marketplace,Returned,8674.08,2024-02,1,2024
ORD105626,CUST1377,2024-09-19,Sports,Cycling Gloves,630.05,5.0,India,Paypal,Mobile App,Delivered,3150.25,2024-09,3,2024
ORD101301,CUST1126,2024-05-20,Fashion,Cotton T-Shirt,2194.71,1.0,United States,Upi,Mobile App,Delivered,2194.71,2024-05,2,2024
ORD105654,CUST121,2024-08-06,Fashion,Running Shoes,2033.85,2.0,United States,Upi,Website,Cancelled,4067.7,2024-08,3,2024
ORD103268,CUST1039,2024-02-03,Fashion,Cotton T-Shirt,1425.65,1.0,United Kingdom,Credit Card,Mobile App,Returned,1425.65,2024-02,1,2024
ORD101878,CUST1186,2024-04-17,Home & Kitchen,LED Desk Lamp,651.14,1.0,India,Debit Card,Website,Delivered,651.14,2024-04,2,2024
ORD104963,CUST160,2024-06-03,Electronics,Wireless Earbuds,2133.59,1.0,India,Credit Card,Website,Delivered,2133.59,2024-06,2,2024
ORD102276,CUST1095,2024-05-20,Toys,Puzzle 1000pc,881.37,1.0,India,Credit Card,Mobile App,Delivered,881.37,2024-05,2,2024
ORD101880,CUST1427,2024-04-07,Electronics,Smartwatch,2875.48,1.0,Germany,Credit Card,Website,Delivered,2875.48,2024-04,2,2024
ORD102659,CUST919,2024-03-09,Beauty,Face Serum,199.04,1.0,United States,Upi,Mobile App,Returned,199.04,2024-03,1,2024
ORD101274,CUST568,2024-01-18,Sports,Cycling Gloves,403.26,1.0,France,Cod,Mobile App,Delivered,403.26,2024-01,1,2024
ORD105402,CUST338,2024-02-20,Fashion,Denim Jacket,561.97,2.0,India,Credit Card,Website,Delivered,1123.94,2024-02,1,2024
ORD105961,CUST1613,2024-06-09,Toys,Board Game,292.37,1.0,United Kingdom,Upi,Mobile App,Delivered,292.37,2024-06,2,2024
ORD103854,CUST174,2024-05-03,Electronics,Smartwatch,2901.44,1.0,United States,Upi,Marketplace,Returned,2901.44,2024-05,2,2024
ORD100724,CUST757,2024-02-05,Electronics,Phone Case,3849.51,1.0,India,Credit Card,Mobile App,Delivered,3849.51,2024-02,1,2024
ORD101352,CUST1220,2024-03-23,Home & Kitchen,LED Desk Lamp,820.81,1.0,United Kingdom,Credit Card,Mobile App,Returned,820.81,2024-03,1,2024
ORD102356,CUST1503,2024-03-07,Fashion,Leather Wallet,553.45,2.0,United States,Unknown,Mobile App,Delivered,1106.9,2024-03,1,2024
ORD102783,CUST942,2024-03-08,Sports,Cycling Gloves,1373.83,2.0,India,Credit Card,Website,Returned,2747.66,2024-03,1,2024
ORD103039,CUST774,2024-04-05,Beauty,Lip Balm Set,685.05,1.0,United Kingdom,Debit Card,Marketplace,Delivered,685.05,2024-04,2,2024
ORD100713,CUST1169,2024-07-21,Electronics,Bluetooth Speaker,3030.94,1.0,India,Credit Card,Website,Delivered,3030.94,2024-07,3,2024
ORD105883,CUST665,2024-01-14,Fashion,Running Shoes,2568.07,1.0,India,Cod,Marketplace,Delivered,2568.07,2024-01,1,2024
ORD101212,CUST1014,2024-05-02,Beauty,Makeup Brush Kit,1368.33,1.0,India,Paypal,Mobile App,Delivered,1368.33,2024-05,2,2024
ORD103697,CUST793,2024-05-17,Toys,Board Game,1951.16,3.0,India,Cod,Marketplace,Delivered,5853.4800000000005,2024-05,2,2024
ORD101360,CUST1237,2024-09-17,Fashion,Sunglasses,1770.76,3.0,India,Credit Card,Website,Delivered,5312.28,2024-09,3,2024
ORD103081,CUST195,2024-02-29,Electronics,Bluetooth Speaker,967.4,1.0,Germany,Credit Card,Mobile App,Cancelled,967.4,2024-02,1,2024
ORD101617,CUST1727,2024-01-20,Beauty,Lip Balm Set,1177.75,1.0,Germany,Debit Card,Marketplace,Cancelled,1177.75,2024-01,1,2024
ORD103593,CUST850,2024-06-13,Fashion,Leather Wallet,521.11,1.0,India,Credit Card,Website,Delivered,521.11,2024-06,2,2024
ORD102835,CUST1361,2024-04-15,Beauty,Face Serum,1216.46,1.0,United States,Upi,Marketplace,Delivered,1216.46,2024-04,2,2024
ORD102169,CUST728,2024-05-26,Fashion,Sunglasses,386.5,2.0,Uae,Cod,Mobile App,Delivered,773.0,2024-05,2,2024
ORD105184,CUST700,2024-07-15,Home & Kitchen,Non-stick Pan Set,581.6,2.0,United States,Credit Card,Mobile App,Delivered,1163.2,2024-07,3,2024
ORD100760,CUST1687,2024-07-13,Fashion,Running Shoes,1034.47,2.0,India,Upi,Mobile App,Delivered,2068.94,2024-07,3,2024
ORD102100,CUST730,2024-09-04,Beauty,Lip Balm Set,525.95,1.0,India,Debit Card,Mobile App,Cancelled,525.95,2024-09,3,2024
ORD102069,CUST506,2024-06-28,Home & Kitchen,Storage Containers,3216.3,4.0,India,Cod,Mobile App,Delivered,12865.2,2024-06,2,2024
ORD101408,CUST1465,2024-05-09,Home & Kitchen,Storage Containers,1425.77,1.0,India,Paypal,Marketplace,Delivered,1425.77,2024-05,2,2024
ORD101224,CUST1355,2024-03-25,Home & Kitchen,Blender,3080.39,1.0,United Kingdom,Cod,Mobile App,Delivered,3080.39,2024-03,1,2024
ORD103961,CUST1601,2024-05-24,Electronics,USB-C Cable,3054.76,1.0,India,Upi,Mobile App,Delivered,3054.76,2024-05,2,2024
ORD101579,CUST1155,2024-07-26,Fashion,Running Shoes,2571.41,1.0,India,Credit Card,Marketplace,Delivered,2571.41,2024-07,3,2024
ORD103143,CUST257,2024-01-18,Electronics,USB-C Cable,559.13,1.0,India,Paypal,Mobile App,Delivered,559.13,2024-01,1,2024
ORD101812,CUST1797,2024-06-11,Sports,Water Bottle,931.79,2.0,Uae,Upi,Mobile App,Delivered,1863.58,2024-06,2,2024
ORD103482,CUST61,2024-05-31,Electronics,Bluetooth Speaker,4717.37,1.0,United States,Paypal,Website,Delivered,4717.37,2024-05,2,2024
ORD104312,CUST466,2024-01-02,Sports,Water Bottle,416.94,1.0,United Kingdom,Net Banking,Website,Delivered,416.94,2024-01,1,2024
ORD104163,CUST1594,2024-09-06,Fashion,Sunglasses,1502.91,1.0,India,Cod,Mobile App,Delivered,1502.91,2024-09,3,2024
ORD100634,CUST699,2024-05-31,Electronics,Bluetooth Speaker,3589.46,2.0,India,Credit Card,Marketplace,Returned,7178.92,2024-05,2,2024
ORD104897,CUST1159,2024-01-05,Fashion,Cotton T-Shirt,911.08,1.0,India,Upi,Mobile App,Delivered,911.08,2024-01,1,2024
ORD100291,CUST1302,2024-09-11,Fashion,Leather Wallet,2763.21,1.0,India,Cod,Mobile App,Delivered,2763.21,2024-09,3,2024
ORD100206,CUST1228,2024-05-03,Electronics,Smartwatch,1423.0,1.0,United States,Upi,Website,Delivered,1423.0,2024-05,2,2024
ORD102175,CUST1202,2024-08-18,Electronics,Power Bank,1928.69,3.0,India,Credit Card,Mobile App,Delivered,5786.07,2024-08,3,2024
ORD102910,CUST354,2024-02-18,Electronics,USB-C Cable,3249.62,1.0,India,Paypal,Mobile App,Delivered,3249.62,2024-02,1,2024
ORD102478,CUST1255,2024-04-10,Fashion,Sunglasses,1594.03,5.0,India,Credit Card,Website,Delivered,7970.15,2024-04,2,2024
ORD105270,CUST785,2024-09-27,Electronics,USB-C Cable,2725.72,2.0,India,Net Banking,Website,Delivered,5451.44,2024-09,3,2024
ORD103195,CUST368,2024-07-30,Sports,Resistance Bands,493.49,1.0,India,Net Banking,Marketplace,Delivered,493.49,2024-07,3,2024
ORD105428,CUST1290,2024-07-02,Fashion,Cotton T-Shirt,693.54,2.0,India,Cod,Marketplace,Delivered,1387.08,2024-07,3,2024
ORD103402,CUST1763,2024-05-21,Sports,Water Bottle,2333.44,5.0,India,Credit Card,Website,Delivered,11667.2,2024-05,2,2024
ORD105236,UNKNOWN,2024-06-13,Toys,Building Blocks Set,1715.07,1.0,United States,Upi,Website,Delivered,1715.07,2024-06,2,2024
ORD101472,CUST489,2024-09-27,Electronics,Wireless Earbuds,3831.67,1.0,India,Net Banking,Mobile App,Delivered,3831.67,2024-09,3,2024
ORD100630,CUST67,2024-03-12,Books,Kids Picture Book,117.47,1.0,India,Credit Card,Marketplace,Delivered,117.47,2024-03,1,2024
ORD102321,CUST801,2024-07-11,Beauty,Sunscreen SPF50,1361.58,1.0,India,Upi,Marketplace,Delivered,1361.58,2024-07,3,2024
ORD100023,CUST1459,2024-04-03,Sports,Yoga Mat,985.32,1.0,Germany,Net Banking,Mobile App,Delivered,985.32,2024-04,2,2024
ORD104664,CUST485,2024-09-11,Home & Kitchen,Storage Containers,2457.86,1.0,Germany,Net Banking,Website,Delivered,2457.86,2024-09,3,2024
ORD105946,CUST743,2024-02-24,Books,Kids Picture Book,588.16,1.0,United Kingdom,Upi,Marketplace,Delivered,588.16,2024-02,1,2024
ORD100772,CUST329,2024-03-18,Fashion,Leather Wallet,1030.45,1.0,India,Debit Card,Website,Cancelled,1030.45,2024-03,1,2024
ORD105371,CUST223,2024-07-22,Books,Self-Help Guide,229.03,2.0,India,Credit Card,Mobile App,Returned,458.06,2024-07,3,2024
ORD102889,CUST547,2024-05-17,Books,Fiction Bestseller,248.55,1.0,Germany,Debit Card,Mobile App,Delivered,248.55,2024-05,2,2024
ORD101928,CUST1768,2024-05-17,Fashion,Sunglasses,2132.05,1.0,Germany,Net Banking,Website,Delivered,2132.05,2024-05,2,2024
ORD103125,CUST610,2024-02-11,Home & Kitchen,Air Fryer,2623.89,1.0,India,Cod,Marketplace,Delivered,2623.89,2024-02,1,2024
ORD101054,CUST1404,2024-08-02,Sports,Dumbbell Set,2294.45,1.0,India,Credit Card,Mobile App,Delivered,2294.45,2024-08,3,2024
ORD101425,CUST945,2024-03-27,Beauty,Sunscreen SPF50,195.03,1.0,India,Debit Card,Mobile App,Returned,195.03,2024-03,1,2024
ORD104999,CUST349,2024-06-07,Fashion,Denim Jacket,1361.52,1.0,United States,Net Banking,Website,Delivered,1361.52,2024-06,2,2024
ORD101598,CUST724,2024-08-20,Books,Self-Help Guide,54770.00000000001,4.0,Uae,Credit Card,Website,Delivered,219080.00000000003,2024-08,3,2024
ORD101010,CUST1364,2024-05-22,Books,Cookbook,616.69,1.0,India,Upi,Website,Delivered,616.69,2024-05,2,2024
ORD103296,CUST333,2024-09-08,Fashion,Sunglasses,2330.26,1.0,Uae,Credit Card,Marketplace,Delivered,2330.26,2024-09,3,2024
ORD104044,UNKNOWN,2024-01-03,Sports,Dumbbell Set,1892.09,2.0,India,Paypal,Mobile App,Cancelled,3784.18,2024-01,1,2024
ORD101419,CUST528,2024-07-24,Toys,Board Game,1120.57,1.0,United Kingdom,Upi,Mobile App,Delivered,1120.57,2024-07,3,2024
ORD103902,CUST689,2024-06-29,Fashion,Denim Jacket,1125.14,2.0,United States,Debit Card,Marketplace,Delivered,2250.28,2024-06,2,2024
ORD103431,CUST1598,2024-01-18,Sports,Yoga Mat,1690.23,1.0,India,Unknown,Website,Delivered,1690.23,2024-01,1,2024
ORD102853,CUST231,2024-04-06,Home & Kitchen,LED Desk Lamp,1947.67,1.0,India,Credit Card,Website,Delivered,1947.67,2024-04,2,2024
ORD101229,CUST967,2024-06-22,Electronics,Phone Case,4740.25,1.0,India,Net Banking,Website,Delivered,4740.25,2024-06,2,2024
ORD100833,CUST490,2024-05-31,Home & Kitchen,Blender,2545.25,1.0,India,Debit Card,Website,Delivered,2545.25,2024-05,2,2024
ORD102412,CUST951,2024-09-06,Sports,Water Bottle,1321.31,1.0,United States,Credit Card,Website,Delivered,1321.31,2024-09,3,2024
ORD104087,CUST488,2024-05-18,Home & Kitchen,Storage Containers,1037.0,1.0,India,Credit Card,Marketplace,Delivered,1037.0,2024-05,2,2024
ORD102112,CUST64,2024-02-26,Beauty,Lip Balm Set,1084.67,1.0,France,Upi,Website,Delivered,1084.67,2024-02,1,2024
ORD100486,CUST299,2024-06-21,Toys,Puzzle 1000pc,1662.54,1.0,,Net Banking,Website,Delivered,1662.54,2024-06,2,2024
ORD105463,CUST1613,2024-05-11,Fashion,Cotton T-Shirt,1630.16,1.0,,Credit Card,Website,Returned,1630.16,2024-05,2,2024
ORD100512,CUST633,2024-04-19,Electronics,Power Bank,1547.7,2.0,United States,Credit Card,Marketplace,Delivered,3095.4,2024-04,2,2024
ORD101184,CUST694,2024-03-27,Sports,Yoga Mat,2341.7,1.0,India,Credit Card,Mobile App,Returned,2341.7,2024-03,1,2024
ORD102098,CUST1562,2024-01-01,Fashion,Denim Jacket,461.39,1.0,United States,Upi,Mobile App,Delivered,461.39,2024-01,1,2024
ORD105832,UNKNOWN,2024-01-11,Fashion,Denim Jacket,1255.81,1.0,India,Debit Card,Marketplace,Delivered,1255.81,2024-01,1,2024
ORD103093,CUST228,2024-08-25,Fashion,Sunglasses,2772.07,1.0,India,Debit Card,Mobile App,Delivered,2772.07,2024-08,3,2024
ORD101071,CUST680,2024-06-27,Beauty,Lip Balm Set,912.47,1.0,United States,Paypal,Website,Delivered,912.47,2024-06,2,2024
ORD101473,CUST1578,2024-02-04,Home & Kitchen,Air Fryer,3050.24,1.0,United Kingdom,Debit Card,Marketplace,Delivered,3050.24,2024-02,1,2024
ORD101541,CUST576,2024-08-28,Home & Kitchen,Non-stick Pan Set,3198.71,1.0,India,Credit Card,Website,Delivered,3198.71,2024-08,3,2024
ORD104643,CUST1086,2024-01-11,Books,Cookbook,435.69,5.0,Uae,Credit Card,Website,Delivered,2178.45,2024-01,1,2024
ORD100241,CUST1423,2024-08-06,Electronics,Power Bank,4951.53,1.0,United States,Upi,Mobile App,Delivered,4951.53,2024-08,3,2024
ORD105859,CUST617,2024-02-04,Beauty,Sunscreen SPF50,359.79,1.0,United Kingdom,Credit Card,Mobile App,Delivered,359.79,2024-02,1,2024
ORD104047,CUST1384,2024-05-01,Electronics,USB-C Cable,776.96,1.0,Germany,Cod,Mobile App,Delivered,776.96,2024-05,2,2024
ORD101804,CUST1730,2024-04-10,Home & Kitchen,Storage Containers,1947.67,2.0,India,Upi,Marketplace,Delivered,3895.34,2024-04,2,2024
ORD100210,CUST860,2024-02-08,Beauty,Face Serum,1054.41,1.0,India,Cod,Marketplace,Delivered,1054.41,2024-02,1,2024
ORD103542,CUST205,2024-02-01,Fashion,Denim Jacket,488.82,2.0,United States,Cod,Mobile App,Delivered,977.64,2024-02,1,2024
ORD105911,CUST80,2024-05-25,Home & Kitchen,Blender,1236.7,1.0,United Kingdom,Credit Card,Website,Delivered,1236.7,2024-05,2,2024
ORD104631,CUST138,2024-02-05,Fashion,Running Shoes,713.25,1.0,India,Credit Card,Marketplace,Returned,713.25,2024-02,1,2024
ORD104204,CUST1292,2024-09-24,Home & Kitchen,Storage Containers,2773.57,2.0,Germany,Upi,Website,Delivered,5547.14,2024-09,3,2024
ORD105892,CUST712,2024-02-23,Home & Kitchen,Air Fryer,1401.9,1.0,India,Upi,Mobile App,Delivered,1401.9,2024-02,1,2024
ORD102427,CUST189,2024-07-03,Sports,Dumbbell Set,983.54,1.0,United Kingdom,Debit Card,Mobile App,Cancelled,983.54,2024-07,3,2024
ORD104983,CUST21,2024-09-27,Fashion,Sunglasses,207.06,1.0,India,Debit Card,Website,Delivered,207.06,2024-09,3,2024
ORD101000,CUST1662,2024-05-05,Sports,Dumbbell Set,1863.62,1.0,India,Debit Card,Website,Delivered,1863.62,2024-05,2,2024
ORD104517,CUST1373,2024-07-02,Fashion,Cotton T-Shirt,1465.64,2.0,India,Net Banking,Website,Delivered,2931.28,2024-07,3,2024
ORD101428,UNKNOWN,2024-07-11,Beauty,Face Serum,424.0,1.0,Uae,Debit Card,Website,Delivered,424.0,2024-07,3,2024
ORD105534,CUST1456,2024-06-12,Beauty,Sunscreen SPF50,913.77,1.0,India,Upi,Marketplace,Delivered,913.77,2024-06,2,2024
ORD105884,UNKNOWN,2024-07-05,Electronics,Wireless Earbuds,1524.13,1.0,India,Cod,Marketplace,Delivered,1524.13,2024-07,3,2024
ORD104191,CUST571,2024-04-09,Electronics,Wireless Earbuds,1613.86,2.0,France,Credit Card,Mobile App,Cancelled,3227.72,2024-04,2,2024
ORD103401,CUST1318,2024-07-20,Beauty,Sunscreen SPF50,512.62,2.0,India,Credit Card,Mobile App,Delivered,1025.24,2024-07,3,2024
ORD101089,CUST1054,2024-02-24,Fashion,Running Shoes,329.06,1.0,India,Upi,Mobile App,Delivered,329.06,2024-02,1,2024
ORD102439,CUST768,2024-09-16,Fashion,Cotton T-Shirt,1837.8,1.0,Uae,Credit Card,Marketplace,Delivered,1837.8,2024-09,3,2024
ORD101108,CUST1483,2024-06-29,Beauty,Face Serum,1011.07,1.0,India,Credit Card,Website,Delivered,1011.07,2024-06,2,2024
ORD100365,CUST1051,2024-09-10,Beauty,Lip Balm Set,337.26,2.0,India,Credit Card,Website,Delivered,674.52,2024-09,3,2024
ORD102396,CUST1131,2024-02-12,Sports,Cycling Gloves,1842.58,1.0,India,Upi,Mobile App,Delivered,1842.58,2024-02,1,2024
ORD105233,CUST51,2024-05-28,Fashion,Leather Wallet,1055.22,4.0,India,Credit Card,Mobile App,Cancelled,4220.88,2024-05,2,2024
ORD102489,CUST954,2024-07-30,Fashion,Cotton T-Shirt,2156.18,1.0,India,Upi,Mobile App,Delivered,2156.18,2024-07,3,2024
ORD102078,CUST972,2024-07-03,Fashion,Running Shoes,2396.86,4.0,India,Upi,Mobile App,Delivered,9587.44,2024-07,3,2024
ORD101150,CUST352,2024-02-19,Home & Kitchen,Blender,2414.81,1.0,United States,Debit Card,Website,Delivered,2414.81,2024-02,1,2024
ORD105926,CUST976,2024-04-19,Sports,Water Bottle,1368.34,1.0,India,Upi,Website,Delivered,1368.34,2024-04,2,2024
ORD103659,CUST1061,2024-06-09,Beauty,Face Serum,1129.4,2.0,India,Debit Card,Website,Cancelled,2258.8,2024-06,2,2024
ORD102147,CUST687,2024-07-27,Home & Kitchen,LED Desk Lamp,1445.92,4.0,India,Upi,Mobile App,Delivered,5783.68,2024-07,3,2024
ORD105182,CUST223,2024-06-02,Fashion,Leather Wallet,829.32,1.0,France,Credit Card,Website,Delivered,829.32,2024-06,2,2024
ORD103652,CUST1162,2024-04-22,Books,Fiction Bestseller,415.42,2.0,United States,Cod,Mobile App,Delivered,830.84,2024-04,2,2024
ORD105547,CUST608,2024-01-31,Books,Cookbook,443.155,1.0,India,Upi,Mobile App,Delivered,443.155,2024-01,1,2024
ORD100272,CUST148,2024-03-15,Beauty,Hair Dryer,291.55,2.0,India,Upi,Website,Delivered,583.1,2024-03,1,2024
ORD102001,CUST130,2024-08-06,Beauty,Lip Balm Set,585.44,3.0,United States,Cod,Website,Delivered,1756.3200000000002,2024-08,3,2024
ORD101947,CUST1359,2024-04-07,Electronics,Bluetooth Speaker,2874.07,1.0,Germany,Upi,Mobile App,Delivered,2874.07,2024-04,2,2024
ORD101514,UNKNOWN,2024-03-20,Electronics,USB-C Cable,2061.13,1.0,India,Upi,Marketplace,Delivered,2061.13,2024-03,1,2024
ORD100364,CUST1289,2024-03-16,Sports,Water Bottle,2025.23,1.0,United Kingdom,Credit Card,Marketplace,Delivered,2025.23,2024-03,1,2024
ORD100697,CUST792,2024-01-13,Home & Kitchen,Blender,1126.47,3.0,India,Paypal,Website,Cancelled,3379.41,2024-01,1,2024
ORD100743,CUST334,2024-04-04,Fashion,Denim Jacket,1770.14,1.0,India,Credit Card,Website,Returned,1770.14,2024-04,2,2024
ORD102385,CUST1072,2024-07-23,Home & Kitchen,LED Desk Lamp,505.59,1.0,United States,Debit Card,Website,Cancelled,505.59,2024-07,3,2024
ORD102559,CUST659,2024-01-05,Electronics,Power Bank,3460.84,1.0,United States,Cod,Website,Delivered,3460.84,2024-01,1,2024
